player_id,player_role,emblem_colour,emblem_stat,average,stddev
158847773,Support,Red,Kills,399.6878247280192,250.26336929728419
158847773,Support,Red,Neutral Tokens Found,152.45743461254074,279.16674852923506
158847773,Support,Red,Tower Kills,59.00681493587021,133.6530482083669
161839895,Support,Blue,Camps Stacked,1782.1975433591167,966.4182040376535
161839895,Support,Blue,Lotuses Grabbed,617.4166409773109,582.2789028828183
161839895,Support,Blue,Runes Grabbed,673.8920618537204,304.71255962585474
161839895,Support,Blue,Smokes Used,1224.7252555779157,727.0694765902912
161839895,Support,Blue,Wards Placed,820.2131674134912,359.16164267494634
161839895,Support,Blue,Watchers Taken,793.6910868558422,464.6087136996193
161839895,Support,Green,Courier Kills,511.0532296535581,727.8638431656024
161839895,Support,Green,First Blood,267.1469064621142,686.8590887852199
161839895,Support,Green,Roshan Kills,0,0
161839895,Support,Green,Stuns,527.527795789561,430.41500529101205
161839895,Support,Green,Teamfight Participation,1127.9502775085855,229.5179720891691
161839895,Support,Green,Tormentor Kills,304.6003847748305,559.8525518128034
161839895,Support,Red,Creep Score,348.4027978266614,181.19976545446664
161839895,Support,Red,Deaths,1084.9235045969813,595.5024057859193
161839895,Support,Red,GPM,753.6808107903036,167.524410337618
161839895,Support,Red,Kills,437.13723673848176,310.81708742645316
161839895,Support,Red,Neutral Tokens Found,421.0391206372205,528.8324972213921
161839895,Support,Red,Tower Kills,60.8763380175405,172.6212512226417
164685175,Core,Blue,Camps Stacked,355.5863684210076,237.82830997930353
164685175,Core,Blue,Lotuses Grabbed,73.79180257642813,138.15655551224165
164685175,Core,Blue,Runes Grabbed,404.92852199710654,246.17976711426036
164685175,Core,Blue,Smokes Used,17.59368858378515,82.12490867758504
164685175,Core,Blue,Wards Placed,8.620183095197275,34.787340637443094
164685175,Core,Blue,Watchers Taken,225.4075939161967,667.1181906107377
164685175,Core,Green,Courier Kills,159.59239886479494,359.2523937777415
164685175,Core,Green,First Blood,285.185995359271,709.5133007647203
164685175,Core,Green,Roshan Kills,591.1923240916857,906.7862971425594
164685175,Core,Green,Stuns,570.8358362835272,555.8578504563858
164685175,Core,Green,Teamfight Participation,990.5286815080203,353.16503865617915
164685175,Core,Green,Tormentor Kills,940.7989163855648,975.2455219634356
164685175,Core,Red,Creep Score,1510.7990892871994,588.9021711299214
164685175,Core,Red,Deaths,1545.3569914406303,655.3610057006758
164685175,Core,Red,GPM,1480.362767235617,312.1533199805897
164685175,Core,Red,Kills,799.5164403657926,589.4018132764046
164685175,Core,Red,Neutral Tokens Found,2972.541644274931,1058.4928482762891
164685175,Core,Red,Tower Kills,1024.9984645220998,852.0072944435174
165564598,Core,Blue,Camps Stacked,505.25077618427963,474.1544780886582
165564598,Core,Blue,Lotuses Grabbed,599.5145331002968,579.087784936899
165564598,Core,Blue,Runes Grabbed,251.264447070073,213.89107403165406
165564598,Core,Blue,Smokes Used,27.692525878880065,109.74341949244632
165564598,Core,Blue,Wards Placed,21.94998008597918,52.46499201407221
165564598,Core,Blue,Watchers Taken,270.4943482829377,487.38424468754323
165564598,Core,Green,Courier Kills,98.77779864099321,275.90913836238934
165564598,Core,Green,First Blood,47.582013786205195,307.69434232780355
165564598,Core,Green,Roshan Kills,274.632305935218,467.5872521139571
165564598,Core,Green,Stuns,694.877423563296,473.3419331290864
165564598,Core,Green,Teamfight Participation,1196.0446932729958,258.3399945074952
165564598,Core,Green,Tormentor Kills,546.4695952365856,820.6811051327228
165564598,Core,Red,Creep Score,834.1595622281459,301.9348528234654
165564598,Core,Red,Deaths,1390.5549677150414,733.5191444782068
165564598,Core,Red,GPM,1051.3934316851257,197.63182147141003
165564598,Core,Red,Kills,576.6819102492749,403.8928111427501
165564598,Core,Red,Neutral Tokens Found,1116.101650039359,662.4761105808319
165564598,Core,Red,Tower Kills,464.3623429367737,420.5224369353931
171262902,Core,Blue,Camps Stacked,445.65535785588156,319.0550850672861
171262902,Core,Blue,Lotuses Grabbed,596.8766154981787,633.4731931758564
171262902,Core,Blue,Runes Grabbed,466.63717376033384,322.1903019257065
171262902,Core,Blue,Smokes Used,14.2687692490147,73.99549245197969
171262902,Core,Blue,Wards Placed,36.095591489305065,73.35925771673475
171262902,Core,Blue,Watchers Taken,616.1660965756527,901.9433079826275
171262902,Core,Green,Courier Kills,312.2675843049466,604.2828048481066
171262902,Core,Green,First Blood,136.9329226754228,510.4362912678185
171262902,Core,Green,Roshan Kills,577.6418426098938,654.7536553153369
171262902,Core,Green,Stuns,442.8359210482846,527.2744754460142
171262902,Core,Green,Teamfight Participation,1169.1270394286691,247.95424413649698
171262902,Core,Green,Tormentor Kills,868.2643833050275,853.2490045608236
171262902,Core,Red,Creep Score,1247.7768913374669,480.2167538982548
171262902,Core,Red,Deaths,1646.0475197641456,674.3319696806674
171262902,Core,Red,GPM,1367.7038329936195,269.57231642557207
171262902,Core,Red,Kills,1067.075958371428,599.1380185678285
171262902,Core,Red,Neutral Tokens Found,2639.032152317377,1296.0427124730688
171262902,Core,Red,Tower Kills,717.0911366949072,635.1875930845707
172099728,Core,Blue,Camps Stacked,659.5973142126762,549.9397640214319
172099728,Core,Blue,Lotuses Grabbed,506.4833705353378,468.94641707871534
172099728,Core,Blue,Runes Grabbed,445.71318693767415,252.67035578523138
172099728,Core,Blue,Smokes Used,0,0
172099728,Core,Blue,Wards Placed,2.623008754729703,19.589236868011966
172099728,Core,Blue,Watchers Taken,933.3450997952251,1063.8129228798148
172099728,Core,Green,Courier Kills,213.35959663242562,422.30513631372156
172099728,Core,Green,First Blood,303.780109709893,727.6432167945131
172099728,Core,Green,Roshan Kills,751.5146516975879,715.8542487396606
172099728,Core,Green,Stuns,536.7747360337879,588.103824222313
172099728,Core,Green,Teamfight Participation,1170.5026513405498,293.71033121469094
172099728,Core,Green,Tormentor Kills,1551.4170910565908,1073.9846247163653
172099728,Core,Red,Creep Score,1258.670447940678,463.68451755560426
172099728,Core,Red,Deaths,1723.50572308393,633.5658436717317
172099728,Core,Red,GPM,1404.3764463643483,201.04721665696994
172099728,Core,Red,Kills,922.0637940798188,670.7650474599182
172099728,Core,Red,Neutral Tokens Found,2545.238633386553,979.4955784191646
172099728,Core,Red,Tower Kills,1116.1384082932175,801.1335784518202
173978074,Mid,Blue,Camps Stacked,470.8301340096487,447.3672113045289
173978074,Mid,Blue,Lotuses Grabbed,358.8521600470102,484.7685703622442
173978074,Mid,Blue,Runes Grabbed,1158.1136661800294,406.88771943000097
173978074,Mid,Blue,Smokes Used,3.38310212487443,36.63119753443675
173978074,Mid,Blue,Wards Placed,151.58962996047987,89.6197619737911
173978074,Mid,Blue,Watchers Taken,611.8033032154567,733.1065737554234
173978074,Mid,Green,Courier Kills,138.71691446193793,341.3753270373611
173978074,Mid,Green,First Blood,117.45051326558517,476.27063673735637
173978074,Mid,Green,Roshan Kills,103.2792986519813,329.33443045569396
