player_id,player_role,prefix_name,prefix_bonus,prefix_prob,effective_bonus
10366616,Support,Balanced,13,0.231827260525161,0.03013754386827093
10366616,Support,Bestial,20,0.13731552817389595,0.02746310563477919
10366616,Support,Brawny,13,0.12821076520705801,0.016667399476917543
10366616,Support,Canny,13,0.6304339203288607,0.08195640964275189
10366616,Support,Cerulean,20,0.11857070097783173,0.023714140195566346
10366616,Support,Clutch,17,0.11036522511277334,0.01876208826917147
10366616,Support,Coveted (Overall),10,0.014214944478688941,0.001421494447868894
10366616,Support,Coveted (Team),10,0.07197099285904454,0.007197099285904454
10366616,Support,Crimson,19,0.34522434544098324,0.06559262563378682
10366616,Support,Dashing,13,0.009528053938920382,0.0012386470120596498
10366616,Support,Elemental,20,0.13666106717545623,0.027332213435091245
10366616,Support,Emerald,22,0.27529203868566654,0.06056424851084664
10366616,Support,Glamorous,22,0.057628692755020756,0.012678312406104566
10366616,Support,Hirsute,15,0.30790137031900183,0.04618520554785028
10366616,Support,Otherworldly,19,0.2711043454980099,0.05150982564462188
10366616,Support,Sacrificial (Overall),20,0.053277307291711956,0.010655461458342392
10366616,Support,Sacrificial (Team),20,0.14626134494859383,0.029252268989718767
10366616,Support,Virtuoso,18,0,0
16497807,Support,Balanced,13,0.34762589289615903,0.04519136607650068
16497807,Support,Bestial,20,0.16325430961838283,0.03265086192367657
16497807,Support,Brawny,13,0.0613536500609605,0.007975974507924866
16497807,Support,Canny,13,0.5910204570428804,0.07683265941557446
16497807,Support,Cerulean,20,0.2538137004681769,0.05076274009363538
16497807,Support,Clutch,17,0.10822474515579278,0.01839820667648477
16497807,Support,Coveted (Overall),10,0.020852247767491908,0.0020852247767491907
16497807,Support,Coveted (Team),10,0.0558019175290445,0.00558019175290445
16497807,Support,Crimson,19,0.20952590558301812,0.03980992206077344
16497807,Support,Dashing,13,0,0
16497807,Support,Elemental,20,0.12075895124315934,0.024151790248631868
16497807,Support,Emerald,22,0.34178367467091797,0.07519240842760196
16497807,Support,Glamorous,22,0,0
16497807,Support,Hirsute,15,0.18984126637440316,0.028476189956160473
16497807,Support,Otherworldly,19,0.33065166610751745,0.06282381656042832
16497807,Support,Sacrificial (Overall),20,0.11484139825343063,0.022968279650686124
16497807,Support,Sacrificial (Team),20,0.14546734075834253,0.02909346815166851
16497807,Support,Virtuoso,18,0.02058793518485069,0.003705828333273124
25907144,Support,Balanced,13,0.4148318985784847,0.05392814681520301
25907144,Support,Bestial,20,0.23452820462106316,0.046905640924212635
25907144,Support,Brawny,13,0.13392978459925206,0.01741087199790277
25907144,Support,Canny,13,0.36483811421382895,0.047428954847797765
25907144,Support,Cerulean,20,0.039542258629607745,0.007908451725921549
25907144,Support,Clutch,17,0.1032137936496014,0.017546344920432236
25907144,Support,Coveted (Overall),10,0,0
25907144,Support,Coveted (Team),10,0.025958056777208836,0.002595805677720884
25907144,Support,Crimson,19,0.07121796642682379,0.01353141362109652
25907144,Support,Dashing,13,0.0864002026084343,0.011232026339096458
25907144,Support,Elemental,20,0.1320618445861995,0.0264123689172399
25907144,Support,Emerald,22,0.5443145103391207,0.11974919227460656
25907144,Support,Glamorous,22,0,0
25907144,Support,Hirsute,15,0.2771108188118775,0.041566622821781626
25907144,Support,Otherworldly,19,0.4370148251818592,0.08303281678455324
25907144,Support,Sacrificial (Overall),20,0.039542258629607745,0.007908451725921549
25907144,Support,Sacrificial (Team),20,0.08664414697988704,0.017328829395977408
25907144,Support,Virtuoso,18,0.28938986878234624,0.05209017638082233
54580962,Support,Balanced,13,0.26417653192164936,0.034342949149814415
54580962,Support,Bestial,20,0.14728340892180755,0.02945668178436151
54580962,Support,Brawny,13,0.16084309344940736,0.020909602148422957
54580962,Support,Canny,13,0.5749803746289434,0.07474744870176264
54580962,Support,Cerulean,20,0.41441970934717676,0.08288394186943535
54580962,Support,Clutch,17,0.045114645628464366,0.007669489756838942
54580962,Support,Coveted (Overall),10,0.009115181079268815,9.115181079268815e-4
54580962,Support,Coveted (Team),10,0.11667910770174143,0.011667910770174143
54580962,Support,Crimson,19,0.1368077263095385,0.025993467998812317
54580962,Support,Dashing,13,0,0
54580962,Support,Elemental,20,0.2562604840625593,0.05125209681251186
54580962,Support,Emerald,22,0.3583673173728355,0.07884080982202381
54580962,Support,Glamorous,22,0.12527340508240453,0.027560149118129
54580962,Support,Hirsute,15,0.105210774713077,0.015781616206961547
54580962,Support,Otherworldly,19,0.23254960186896984,0.044184424355104265
54580962,Support,Sacrificial (Overall),20,0.13764051719070133,0.02752810343814027
54580962,Support,Sacrificial (Team),20,0.26437891159312465,0.052875782318624935
54580962,Support,Virtuoso,18,0.11022422735203845,0.01984036092336692
73562326,Core,Balanced,13,0.4505211931389005,0.05856775510805706
73562326,Core,Bestial,20,0.22504534597393328,0.04500906919478665
73562326,Core,Brawny,13,0.4940921426286012,0.06423197854171815
73562326,Core,Canny,13,0.007547675492696317,9.811978140505213e-4
73562326,Core,Cerulean,20,0.1925156377998212,0.03850312755996424
73562326,Core,Clutch,17,0.045114645628464366,0.007669489756838942
73562326,Core,Coveted (Overall),10,0.072212713755426,0.007221271375542599
73562326,Core,Coveted (Team),10,0.14415264676739065,0.014415264676739063
73562326,Core,Crimson,19,0.2917195042459288,0.05542670580672647
73562326,Core,Dashing,13,0.04783898873980204,0.006219068536174265
73562326,Core,Elemental,20,0.205493429288837,0.041098685857767395
73562326,Core,Emerald,22,0.15032331524623782,0.03307112935417232
73562326,Core,Glamorous,22,0.024470231020580786,0.005383450824527772
73562326,Core,Hirsute,15,0.36676231785890206,0.055014347678835306
73562326,Core,Otherworldly,19,0.12409698490495479,0.023578427131941408
73562326,Core,Sacrificial (Overall),20,0.12627353018034154,0.025254706036068306
73562326,Core,Sacrificial (Team),20,0.22390158964538523,0.044780317929077045
73562326,Core,Virtuoso,18,0,0
77490514,Support,Balanced,13,0.3407459513257465,0.04429697367234704
77490514,Support,Bestial,20,0.3062084446048186,0.06124168892096372
77490514,Support,Brawny,13,0.1784435132659112,0.023197656724568458
77490514,Support,Canny,13,0.48081053540834234,0.0625053696030845
77490514,Support,Cerulean,20,0.08613730674847865,0.01722746134969573
77490514,Support,Clutch,17,0.045114645628464366,0.007669489756838942
77490514,Support,Coveted (Overall),10,0.03049710525566627,0.003049710525566627
77490514,Support,Coveted (Team),10,0.10921063900790272,0.01092106390079027
77490514,Support,Crimson,19,0.21839126490375615,0.041494340331713675
77490514,Support,Dashing,13,0,0
77490514,Support,Elemental,20,0.11642822984806814,0.023285645969613626
77490514,Support,Emerald,22,0.437808869931782,0.09631795138499204
77490514,Support,Glamorous,22,0.023054357170844343,0.005071958577585756
77490514,Support,Hirsute,15,0.2573793762518591,0.03860690643777886
77490514,Support,Otherworldly,19,0.21656393950074018,0.04114714850514064
77490514,Support,Sacrificial (Overall),20,0.06451401231674254,0.012902802463348509
77490514,Support,Sacrificial (Team),20,0.1721806500210144,0.034436130004202876
77490514,Support,Virtuoso,18,0,0
81306398,Support,Balanced,13,0.15901521900790877,0.020671978471028137
81306398,Support,Bestial,20,0.054993309506963496,0.010998661901392698
