player_id,kills,deaths,creep_score,gpm,neutral_tokens_found,tower_kills,wards_placed,camps_stacked,runes_grabbed,watchers_taken,smokes_used,lotuses_grabbed,roshan_kills,teamfight_participation,stuns,tormentor_kills,first_blood,courier_kills
172099728,6,6,639,719.9684,4,1,0,0,5,2,0,0,1,0.875,27.166645,0,0,0
145065875,1,10,40,206.56029,4,0,12,5,5,5,6,6,0,0.5625,71.16706,0,0,0
94049589,1,10,30,205.61212,4,0,11,5,5,3,2,1,0,0.5625,0.0,0,0,0
123023873,6,4,690,806.17175,4,1,1,1,5,1,0,0,0,0.75,0.0,1,0,0
195108598,1,7,233,361.97928,4,0,0,1,6,1,0,2,0,0.6875,34.500446,0,0,0
54580962,1,2,113,365.7324,2,0,10,7,8,10,2,1,0,0.4864865,39.29999,0,0,0
73562326,4,2,438,631.6316,4,1,0,0,9,2,0,1,1,0.8648649,14.0,2,0,0
201358612,14,4,362,604.7078,4,3,2,2,17,3,0,0,0,0.5945946,51.066822,3,1,0
77490514,2,6,98,345.6828,4,0,11,3,6,2,6,11,0,0.5405405,71.50034,0,0,0
152962063,16,2,490,737.17346,4,1,0,0,5,0,0,4,2,0.7837838,51.297432,1,0,0

