player_id,kills,deaths,creep_score,gpm,neutral_tokens_found,tower_kills,wards_placed,camps_stacked,runes_grabbed,watchers_taken,smokes_used,lotuses_grabbed,roshan_kills,teamfight_participation,stuns,tormentor_kills,first_blood,courier_kills
124801257,6,0,339,771.16833,5,6,0,2,3,0,0,1,1,0.6666667,0.0,2,0,0
480412663,4,3,223,514.39795,2,2,2,3,7,0,0,0,0,0.5555556,56.89411,0,0,0
331855530,3,0,241,598.5475,2,0,0,5,2,1,0,3,0,0.5,32.23395,2,0,0
317880638,1,1,63,324.49005,1,0,4,8,3,4,1,1,0,0.6111111,0.0,1,0,0
431770905,4,4,58,310.16748,2,0,8,4,6,2,3,0,0,0.6666667,30.33338,1,1,0
148215639,2,3,233,484.25272,2,0,0,2,2,0,0,0,0,0.625,10.766701,0,0,0
111620041,4,2,227,457.67917,2,0,0,1,5,0,0,6,0,1.0,5.4664063,0,0,0
129958758,0,6,175,405.5322,2,1,0,1,1,0,0,0,0,0.75,13.166504,0,0,0
139876032,0,4,83,292.13034,2,0,7,3,4,1,2,2,0,0.5,38.232853,0,0,0
183378746,2,3,24,189.87221,2,0,6,5,6,5,2,1,0,0.875,0.0,0,0,0

