player_id,kills,deaths,creep_score,gpm,neutral_tokens_found,tower_kills,wards_placed,camps_stacked,runes_grabbed,watchers_taken,smokes_used,lotuses_grabbed,roshan_kills,teamfight_participation,stuns,tormentor_kills,first_blood,courier_kills
321580662,3,5,314,476.44104,3,0,0,2,3,1,0,1,0,0.45454547,0.0,0,0,0
113331514,2,9,125,307.39755,1,0,7,4,6,6,3,2,0,0.36363637,6.59978,1,0,0
106305042,2,3,289,448.23917,2,2,1,0,9,0,0,0,0,0.54545456,18.533056,0,0,0
256156323,0,7,65,227.823,1,0,7,8,3,3,2,2,0,0.45454547,0.0,1,0,0
302214028,4,4,297,495.9224,3,0,0,2,3,1,0,0,0,0.6363636,27.566572,1,0,0
156029808,3,5,48,364.8075,3,0,14,6,7,1,4,5,0,0.78571427,15.001219,0,1,0
173378701,8,1,237,585.5311,3,1,1,0,13,1,0,0,0,0.6785714,61.232117,0,0,0
337575662,5,0,261,578.82306,1,3,0,1,3,2,1,2,0,0.78571427,47.53321,1,0,0
399862798,2,4,31,296.55283,1,1,2,6,5,6,1,4,0,0.5714286,0.0,1,0,0
389022189,9,1,418,981.00006,3,5,0,13,2,1,0,0,2,0.85714287,44.66678,2,0,0

