player_id,kills,deaths,creep_score,gpm,neutral_tokens_found,tower_kills,wards_placed,camps_stacked,runes_grabbed,watchers_taken,smokes_used,lotuses_grabbed,roshan_kills,teamfight_participation,stuns,tormentor_kills,first_blood,courier_kills
292921272,9,2,250,550.6358,3,0,0,0,5,1,0,8,0,0.7777778,31.266636,0,1,0
153836240,6,2,218,523.41327,3,0,1,3,8,2,0,1,0,0.8518519,66.836754,0,0,0
155332459,0,11,92,334.44788,3,0,9,1,4,2,4,4,0,0.6296296,34.699615,0,0,0
117089283,1,7,29,280.7859,4,0,7,8,1,6,3,0,0,0.6296296,0.0,0,0,0
339235645,10,0,443,805.2693,3,9,1,1,7,1,0,0,1,0.7037037,3.4337854,1,0,0
91730177,3,6,204,391.97272,2,0,9,2,7,2,0,1,0,0.47619048,4.5999084,0,0,1
116934015,7,9,339,536.93317,2,1,0,2,4,1,1,3,1,0.8095238,32.03327,0,0,0
97590558,1,2,307,494.85968,3,1,0,2,3,3,0,1,0,0.71428573,11.633774,0,0,0
16497807,4,4,173,395.70502,3,0,7,10,10,5,5,1,0,0.9047619,51.2337,0,0,0
221666230,6,6,385,618.05255,3,2,1,0,9,0,0,0,0,0.6666667,0.0,1,0,1

