player_id,kills,deaths,creep_score,gpm,neutral_tokens_found,tower_kills,wards_placed,camps_stacked,runes_grabbed,watchers_taken,smokes_used,lotuses_grabbed,roshan_kills,teamfight_participation,stuns,tormentor_kills,first_blood,courier_kills
292921272,2,3,377,530.2685,2,1,0,2,1,0,0,3,0,0.84210527,16.267473,0,0,0
153836240,4,5,293,468.65433,3,0,0,2,10,5,0,0,0,0.68421054,30.500105,1,0,0
155332459,3,5,106,301.0098,3,0,6,13,3,4,2,4,0,0.7368421,21.300646,1,0,0
117089283,3,7,30,260.71826,4,0,12,7,5,3,5,3,0,0.94736844,34.100334,1,1,0
339235645,6,4,355,560.23663,4,1,1,1,1,0,0,2,0,0.57894737,0.0,2,0,0
148215639,5,5,417,683.2319,4,4,0,1,4,0,0,0,0,0.5,17.199734,0,0,0
111620041,11,1,363,671.184,4,6,2,1,12,2,0,3,1,0.8333333,80.63328,1,0,0
129958758,3,3,283,519.12946,4,0,0,7,4,1,0,2,0,0.6666667,13.09799,1,0,0
139876032,2,4,54,355.05035,4,0,11,9,11,3,4,0,0,0.625,84.967575,1,0,0
183378746,3,6,80,342.2801,4,0,6,5,4,4,4,4,1,0.7083333,33.466652,1,0,0

