player_id,kills,deaths,creep_score,gpm,neutral_tokens_found,tower_kills,wards_placed,camps_stacked,runes_grabbed,watchers_taken,smokes_used,lotuses_grabbed,roshan_kills,teamfight_participation,stuns,tormentor_kills,first_blood,courier_kills
1171243748,9,1,502,862.07806,3,2,0,4,4,2,0,3,0,0.65,62.435886,1,0,0
408729743,8,6,221,507.6246,3,0,0,2,2,1,0,1,0,0.75,72.63844,0,0,0
352545711,1,6,208,451.07166,3,1,1,0,13,1,0,0,0,0.5,72.09959,0,0,0
99803639,1,7,43,305.64975,1,1,3,5,0,4,3,3,0,0.75,19.199966,0,0,0
157989498,0,7,48,241.8422,2,0,10,2,4,5,0,2,0,0.5,81.49229,0,0,0
134556694,3,8,113,355.31085,2,0,8,2,6,0,1,0,0,0.5769231,34.133736,0,0,0
858106446,9,2,329,724.4384,3,3,1,0,7,0,0,0,1,0.5769231,94.17384,1,0,0
165564598,2,3,210,546.107,3,2,0,8,3,0,0,2,0,0.53846157,22.433813,0,0,0
161839895,4,5,129,461.59082,3,0,6,4,2,4,2,0,0,0.26923078,57.13385,0,0,0
132851371,8,2,292,818.7483,2,0,0,2,3,2,0,2,0,0.7307692,59.133045,0,1,0

